Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
25971,3548,Bike,1,Personal,20,4,11:07:08 AM,20,4,11:11:11 AM,20,4,11:43:35 AM,20,4,11:46:15 AM,20,4,12:20:32 PM,9,24.6,,-1.3112755,36.7430611,-1.29817,36.8001417,482,2057
19307,3647,Bike,3,Business,8,1,11:00:26 AM,8,1,11:02:10 AM,8,1,11:13:18 AM,8,1,11:16:14 AM,8,1,11:53:10 AM,16,27.7,,-1.272639,36.794723,-1.2155671,36.8898931,245,2216
9727,2178,Bike,1,Personal,10,5,12:13:28 PM,10,5,12:15:24 PM,10,5,12:22:37 PM,10,5,12:27:07 PM,10,5,12:48:58 PM,6,19.1,,-1.2998552,36.8187077,-1.2781391,36.8267148,249,1311
3145,3647,Bike,3,Business,11,4,4:28:27 PM,11,4,4:29:29 PM,11,4,5:11:31 PM,11,4,5:20:37 PM,11,4,6:01:07 PM,19,24.2,,-1.272639,36.794723,-1.1940334,36.9187324,606,2430
15827,1637,Bike,3,Business,5,1,3:48:20 PM,5,1,3:48:27 PM,5,1,3:51:12 PM,5,1,4:12:27 PM,5,1,4:36:18 PM,14,25.9,,-1.2615888,36.7928732,-1.2283403,36.8822756,551,1431
13369,3508,Bike,2,Personal,22,6,12:05:26 PM,22,6,12:05:54 PM,22,6,12:30:13 PM,22,6,12:47:25 PM,22,6,1:13:53 PM,8,21.2,,-1.2755887,36.8742523,-1.2677646,36.8298466,408,1588
11369,1573,Bike,1,Personal,4,1,7:41:14 PM,4,1,7:41:33 PM,4,1,7:44:34 PM,4,1,7:51:29 PM,4,1,7:59:12 PM,6,18.9,,-1.273056,36.811298,-1.297657,36.7995692,116,463
26196,2332,Bike,1,Personal,25,3,2:08:28 PM,25,3,2:08:39 PM,25,3,2:28:47 PM,25,3,2:31:45 PM,25,3,2:56:36 PM,20,17.9,,-1.215678,36.873872,-1.293393,36.790237,265,1491
667,1151,Bike,2,Personal,4,2,10:19:35 AM,4,2,10:20:28 AM,4,2,10:34:24 AM,4,2,10:54:44 AM,4,2,11:21:19 AM,10,18.7,,-1.311121,36.900472,-1.3233955,36.8562944,753,1595
27885,2606,Bike,1,Personal,19,5,9:46:36 AM,19,5,9:47:13 AM,19,5,10:00:06 AM,19,5,10:14:06 AM,19,5,10:43:10 AM,8,20.0,,-1.2528485,36.7953722,-1.2973949,36.816038,446,1744
23420,2866,Bike,3,Business,4,1,1:07:39 PM,4,1,1:08:27 PM,4,1,1:18:44 PM,4,1,1:25:41 PM,4,1,1:37:58 PM,4,25.4,,-1.2696183,36.8021778,-1.2551895,36.7822034,885,737
6027,1469,Bike,3,Business,21,5,12:41:58 PM,21,5,12:48:50 PM,21,5,1:09:15 PM,21,5,1:23:54 PM,21,5,1:24:10 PM,4,22.9,,-1.2571472,36.7950633,-1.2731645,36.7900343,793,16
8737,346,Bike,3,Business,19,5,2:43:20 PM,19,5,2:44:18 PM,19,5,2:56:53 PM,19,5,3:06:26 PM,19,5,3:23:25 PM,6,,,-1.28878,36.8168312,-1.2527958,36.8003131,705,1019
6699,1973,Bike,2,Personal,17,1,10:47:37 AM,17,1,10:48:04 AM,17,1,10:55:38 AM,17,1,11:03:13 AM,17,1,11:25:14 AM,7,25.2,,-1.3034231,36.7650287,-1.2655477,36.8001682,328,1321
7095,265,Bike,3,Business,14,4,12:57:17 PM,14,4,1:27:06 PM,14,4,1:32:59 PM,14,4,1:48:54 PM,14,4,3:21:04 PM,48,27.8,,-1.300921,36.828195,-1.0302254,37.0167793,102,5530
27892,3420,Bike,3,Business,7,5,2:44:14 PM,7,5,2:53:16 PM,7,5,3:04:41 PM,7,5,3:20:56 PM,7,5,4:00:36 PM,7,25.0,,-1.265981,36.7936121,-1.3046007,36.8211743,726,2380
4643,1500,Bike,3,Business,6,3,12:49:15 PM,6,3,12:50:00 PM,6,3,1:13:35 PM,6,3,1:22:11 PM,6,3,1:45:52 PM,8,22.6,,-1.3004062,36.829741,-1.2638185,36.7930057,332,1421
27447,2330,Bike,1,Business,28,5,4:41:24 PM,28,5,4:42:16 PM,28,5,5:38:41 PM,28,5,5:46:22 PM,28,5,6:24:26 PM,19,,,-1.254191,36.8099132,-1.185943,36.9276394,532,2284
10974,1559,Bike,2,Personal,11,4,1:13:04 PM,11,4,1:13:39 PM,11,4,1:28:18 PM,11,4,1:48:13 PM,11,4,2:16:48 PM,14,26.7,,-1.2514753,36.7870287,-1.2287936,36.826979,882,1715
6460,868,Bike,3,Business,25,4,11:03:43 AM,25,4,11:03:53 AM,25,4,11:08:08 AM,25,4,11:14:58 AM,25,4,11:27:48 AM,7,,,-1.2628473,36.781805,-1.265715,36.823815,709,770
1855,2386,Bike,1,Personal,14,6,12:32:26 PM,14,6,12:33:30 PM,14,6,12:49:35 PM,14,6,12:55:56 PM,14,6,1:23:36 PM,6,17.6,,-1.2965169,36.793522,-1.3186522,36.7699884,465,1660
855,3725,Bike,2,Personal,6,4,5:07:12 PM,6,4,5:07:32 PM,6,4,5:10:05 PM,6,4,5:14:21 PM,6,4,5:31:43 PM,4,22.7,,-1.2547349,36.8065138,-1.2731645,36.7900343,409,1042
2965,1995,Bike,3,Business,14,3,9:51:59 AM,14,3,9:52:11 AM,14,3,9:58:00 AM,14,3,10:00:33 AM,14,3,10:36:01 AM,22,18.6,,-1.2551895,36.7822034,-1.3562374,36.9042954,793,2128
10339,3647,Bike,3,Business,20,1,10:14:32 AM,20,1,10:15:26 AM,20,1,10:34:14 AM,20,1,10:35:42 AM,20,1,11:08:10 AM,14,,,-1.3175925,36.8742349,-1.272639,36.794723,364,1948
28104,3147,Bike,3,Business,2,2,1:48:17 PM,2,2,1:49:13 PM,2,2,2:39:03 PM,2,2,2:45:22 PM,2,2,3:25:48 PM,15,26.0,,-1.3472066,36.7692638,-1.308106,36.86594,846,2426
15326,84,Bike,3,Business,26,1,12:04:37 PM,26,1,12:14:19 PM,26,1,12:24:11 PM,26,1,12:35:34 PM,26,1,1:20:24 PM,9,22.9,,-1.2551895,36.7822034,-1.3014461,36.7661381,607,2690
27512,3510,Bike,1,Business,25,5,4:37:18 PM,25,5,4:42:42 PM,25,5,5:04:40 PM,25,5,5:13:49 PM,25,5,5:37:27 PM,6,21.1,,-1.2472211,36.7826109,-1.2702719,36.7688649,888,1418
15258,3525,Bike,3,Business,7,5,11:27:19 AM,7,5,11:27:26 AM,7,5,11:31:04 AM,7,5,11:50:00 AM,7,5,12:30:57 PM,21,24.9,,-1.2551895,36.7822034,-1.3700383,36.9190174,828,2457
14165,1205,Bike,3,Business,7,5,11:41:19 AM,7,5,11:45:23 AM,7,5,12:07:14 PM,7,5,12:26:23 PM,7,5,1:06:18 PM,5,25.6,,-1.2810807,36.8144229,-1.299846,36.7940155,268,2395
23852,2627,Bike,3,Business,28,1,12:19:39 PM,28,1,12:33:26 PM,28,1,12:49:46 PM,28,1,12:58:42 PM,28,1,1:20:08 PM,15,23.9,,-1.2283403,36.8822756,-1.2571472,36.7950633,276,1286
5478,1642,Bike,3,Business,5,1,11:54:16 AM,5,1,12:06:00 PM,5,1,12:14:46 PM,5,1,12:46:27 PM,5,1,1:02:00 PM,5,24.4,,-1.2768982,36.8262879,-1.2728069,36.7962362,268,933
383,633,Bike,3,Business,10,4,2:07:07 PM,10,4,2:07:28 PM,10,4,2:07:52 PM,10,4,2:12:57 PM,10,4,2:24:49 PM,5,25.4,,-1.2770708,36.8231093,-1.3004062,36.829741,812,712
19533,3647,Bike,3,Business,5,3,11:09:18 AM,5,3,11:10:46 AM,5,3,11:21:19 AM,5,3,11:26:09 AM,5,3,12:19:18 PM,15,22.6,,-1.272639,36.794723,-1.3194518,36.869396,547,3189
7197,2989,Bike,3,Business,18,4,3:46:52 PM,18,4,3:48:27 PM,18,4,3:48:37 PM,18,4,3:51:46 PM,18,4,4:18:12 PM,12,26.7,,-1.3472066,36.7692638,-1.2793859,36.8218002,79,1586
7790,2521,Bike,3,Business,26,6,10:33:34 AM,26,6,10:34:21 AM,26,6,10:45:18 AM,26,6,10:48:24 AM,26,6,11:17:16 AM,14,26.0,,-1.3167113,36.8301563,-1.306378,36.7519845,523,1732
2701,265,Bike,3,Business,27,2,12:37:51 PM,27,2,12:45:58 PM,27,2,12:56:39 PM,27,2,1:01:00 PM,27,2,1:22:51 PM,7,23.7,,-1.300921,36.828195,-1.2595467,36.8113044,685,1311
27173,909,Bike,3,Business,14,2,2:48:26 PM,14,2,2:48:26 PM,14,2,2:50:37 PM,14,2,3:01:35 PM,14,2,3:36:41 PM,7,,,-1.2527958,36.8003131,-1.225322,36.80855,510,2106
2869,2285,Bike,1,Personal,8,1,9:59:36 AM,8,1,10:04:51 AM,8,1,10:18:36 AM,8,1,10:36:04 AM,8,1,10:59:53 AM,10,24.5,,-1.3324594,36.861964,-1.2950041,36.8143583,662,1429
3761,2607,Bike,2,Personal,30,6,3:09:05 PM,30,6,4:07:15 PM,30,6,4:20:48 PM,30,6,4:30:39 PM,30,6,4:50:30 PM,8,23.8,,-1.2917966,36.7730221,-1.304119,36.819649,844,1191
25270,393,Bike,3,Business,13,2,1:34:54 PM,13,2,2:11:08 PM,13,2,2:11:23 PM,13,2,3:06:32 PM,13,2,3:33:59 PM,14,26.0,,-1.3177547,36.8303703,-1.306378,36.7519845,555,1647
10054,1927,Bike,3,Business,16,4,4:22:55 PM,16,4,5:02:24 PM,16,4,5:07:04 PM,16,4,5:10:27 PM,16,4,5:50:39 PM,14,,,-1.3472066,36.7692638,-1.3106338,36.6809768,821,2412
7561,2946,Bike,2,Personal,31,4,3:28:23 PM,31,4,3:31:25 PM,31,4,4:10:04 PM,31,4,4:13:19 PM,31,4,4:40:52 PM,10,22.7,,-1.2749662,36.7658781,-1.289521,36.8190724,124,1653
8538,1548,Bike,1,Personal,9,1,5:28:38 PM,9,1,5:30:07 PM,9,1,5:46:41 PM,9,1,5:55:11 PM,9,1,6:10:33 PM,4,20.3,,-1.2950408,36.8098172,-1.3136452,36.7974014,312,922
20150,1787,Bike,3,Business,4,2,1:32:36 PM,4,2,1:44:44 PM,4,2,2:11:02 PM,4,2,2:13:37 PM,4,2,2:33:00 PM,3,22.6,,-1.215909,36.886056,-1.2283403,36.8822756,402,1163
6734,60,Bike,3,Business,15,2,12:17:13 PM,15,2,12:17:25 PM,15,2,12:18:27 PM,15,2,12:56:29 PM,15,2,12:56:49 PM,10,24.4,,-1.2600926,36.8088685,-1.2296618,36.8438272,517,20
15912,12,Bike,3,Business,6,4,12:36:27 PM,6,4,12:49:02 PM,6,4,1:12:34 PM,6,4,1:17:51 PM,6,4,1:50:53 PM,9,23.9,,-1.240021,36.84999,-1.2864963,36.8252086,764,1982
8453,2871,Bike,1,Personal,20,5,11:24:44 AM,20,5,11:26:01 AM,20,5,11:49:14 AM,20,5,12:00:52 PM,20,5,12:15:34 PM,8,18.5,,-1.288922,36.814826,-1.2623805,36.7805404,159,882
16835,3291,Bike,3,Business,15,5,11:34:01 AM,15,5,11:34:25 AM,15,5,11:53:40 AM,15,5,12:06:28 PM,15,5,12:56:22 PM,18,25.8,,-1.3393547,36.8910035,-1.2600926,36.8088685,856,2994
10269,867,Bike,3,Business,14,4,3:32:59 PM,14,4,3:35:13 PM,14,4,4:09:38 PM,14,4,4:48:34 PM,14,4,5:11:15 PM,10,26.2,,-1.2996533,36.8292629,-1.2991441,36.7528804,233,1361
11318,718,Bike,3,Business,5,5,12:28:28 PM,5,5,12:29:14 PM,5,5,12:29:20 PM,5,5,12:43:42 PM,5,5,1:08:34 PM,12,23.9,,-1.2551895,36.7822034,-1.320157,36.830887,871,1492
24446,71,Bike,3,Business,6,2,2:12:53 PM,6,2,4:16:29 PM,6,2,4:28:42 PM,6,2,4:42:06 PM,6,2,5:32:27 PM,8,,,-1.2891922,36.825189,-1.2551895,36.7822034,456,3021
22511,3517,Bike,3,Business,19,5,7:58:13 AM,19,5,7:58:17 AM,19,5,8:18:08 AM,19,5,9:11:38 AM,19,5,9:33:35 AM,15,20.4,,-1.300921,36.828195,-1.3882008,36.7699445,208,1317
24913,2509,Bike,3,Business,24,1,12:56:20 PM,24,1,12:56:27 PM,24,1,12:59:42 PM,24,1,1:44:11 PM,24,1,2:22:19 PM,20,,,-1.2571472,36.7950633,-1.3700383,36.9190174,290,2288
27461,635,Bike,3,Business,10,1,10:41:06 AM,10,1,10:47:00 AM,10,1,11:14:51 AM,10,1,11:39:13 AM,10,1,11:39:21 AM,5,18.7,,-1.2867454,36.8259017,-1.2602337,36.7990548,766,8
6738,516,Bike,3,Business,10,5,4:02:44 PM,10,5,4:04:23 PM,10,5,4:04:52 PM,10,5,4:45:46 PM,10,5,5:25:37 PM,13,,,-1.2571472,36.7950633,-1.2224188,36.8868824,291,2391
1632,496,Bike,3,Business,20,3,12:19:40 PM,20,3,12:21:30 PM,20,3,12:28:17 PM,20,3,12:39:55 PM,20,3,1:23:53 PM,10,20.3,,-1.2551895,36.7822034,-1.3201096,36.8180968,101,2638
3572,3621,Bike,3,Business,23,2,9:00:15 AM,23,2,9:00:54 AM,23,2,9:12:57 AM,23,2,9:17:07 AM,23,2,9:32:41 AM,4,15.3,7.0,-1.2836583,36.7886014,-1.2833106,36.8240238,571,934
12234,3404,Bike,3,Business,22,6,4:16:47 PM,22,6,4:57:40 PM,22,6,5:09:30 PM,22,6,5:13:23 PM,22,6,5:34:58 PM,11,23.8,,-1.279395,36.825364,-1.3206958,36.8769553,576,1295
16858,3517,Bike,3,Business,7,4,1:37:18 PM,7,4,1:38:47 PM,7,4,1:44:57 PM,7,4,1:48:23 PM,7,4,2:11:30 PM,16,27.5,,-1.300921,36.828195,-1.3882008,36.7699445,136,1387
20386,3599,Bike,3,Business,4,2,12:34:17 PM,4,2,12:44:53 PM,4,2,2:11:27 PM,4,2,2:38:21 PM,4,2,3:56:50 PM,15,22.4,,-1.3302996,36.8707935,-1.2610066,36.7851622,459,4709
19094,393,Bike,3,Business,24,5,10:44:40 AM,24,5,10:45:34 AM,24,5,11:12:44 AM,24,5,11:28:51 AM,24,5,12:14:46 PM,11,21.3,,-1.3228003,36.8306435,-1.2638185,36.7930057,564,2755
4448,3599,Bike,3,Business,14,4,1:23:37 PM,14,4,1:56:29 PM,14,4,2:26:37 PM,14,4,3:09:07 PM,14,4,3:54:57 PM,13,28.2,,-1.3302996,36.8707935,-1.2913552,36.7875945,152,2750
16444,635,Bike,3,Business,27,3,2:59:48 PM,27,3,3:01:54 PM,27,3,3:04:09 PM,27,3,3:23:13 PM,27,3,3:46:09 PM,8,29.6,,-1.3081376,36.8329772,-1.2602337,36.7990548,787,1376
3042,757,Bike,1,Personal,20,4,12:27:06 PM,20,4,12:27:28 PM,20,4,12:33:07 PM,20,4,12:53:54 PM,20,4,1:31:51 PM,14,24.2,,-1.2248308,36.8012573,-1.2952784,36.7793271,215,2277
20468,852,Bike,2,Personal,11,3,5:23:31 PM,11,3,5:27:19 PM,11,3,5:31:16 PM,11,3,5:41:19 PM,11,3,5:56:40 PM,8,19.9,,-1.298066,36.7767095,-1.263593,36.7882903,431,921
24788,81,Bike,3,Business,25,1,3:19:10 PM,25,1,3:22:34 PM,25,1,3:35:11 PM,25,1,3:40:42 PM,25,1,3:52:20 PM,4,,,-1.2641496,36.7914139,-1.2555811,36.802267,101,698
20431,496,Bike,3,Business,30,4,12:54:06 PM,30,4,12:54:22 PM,30,4,1:02:28 PM,30,4,1:28:00 PM,30,4,2:20:08 PM,21,,,-1.2571472,36.7950633,-1.191363,36.9219712,424,3128
6581,432,Bike,3,Business,20,1,6:26:07 PM,20,1,6:57:13 PM,20,1,7:14:56 PM,20,1,7:18:44 PM,20,1,8:10:48 PM,3,,,-1.3012008,36.764868,-1.2763494,36.7671783,868,3124
25970,265,Bike,3,Business,5,2,1:55:21 PM,5,2,1:57:58 PM,5,2,2:14:55 PM,5,2,2:22:53 PM,5,2,2:50:31 PM,11,27.6,,-1.2433673,36.7849565,-1.300921,36.828195,148,1658
17247,265,Bike,3,Business,13,2,4:23:34 PM,13,2,4:49:22 PM,13,2,4:57:03 PM,13,2,4:59:06 PM,13,2,5:10:28 PM,4,23.7,,-1.300921,36.828195,-1.2974472,36.8156997,685,682
9028,620,Bike,2,Personal,4,4,1:47:58 PM,4,4,2:22:17 PM,4,4,2:34:29 PM,4,4,2:57:13 PM,4,4,4:27:04 PM,11,24.6,,-1.2293754,36.8624324,-1.281553,36.8185334,86,5391
2441,1705,Bike,3,Business,9,4,2:47:02 PM,9,4,2:47:44 PM,9,4,3:05:52 PM,9,4,3:07:19 PM,9,4,3:33:16 PM,15,25.9,,-1.2551895,36.7822034,-1.2239216,36.8792146,379,1557
595,1304,Bike,3,Business,17,5,1:32:49 PM,17,5,1:43:24 PM,17,5,1:58:20 PM,17,5,2:03:34 PM,17,5,2:24:04 PM,6,,,-1.2551895,36.7822034,-1.2855666,36.8194926,709,1230
17816,1402,Bike,3,Business,20,1,9:36:53 AM,20,1,9:37:22 AM,20,1,9:39:09 AM,20,1,9:44:22 AM,20,1,9:51:57 AM,1,18.9,,-1.279395,36.825364,-1.2813012,36.8323962,456,455
4298,2123,Bike,1,Personal,15,1,9:22:26 AM,15,1,9:23:31 AM,15,1,9:58:53 AM,15,1,10:02:13 AM,15,1,10:32:32 AM,3,,,-1.2833335,36.8260084,-1.2969035,36.8083806,338,1819
11024,2330,Bike,3,Business,9,4,1:55:24 PM,9,4,1:57:28 PM,9,4,2:07:21 PM,9,4,2:11:21 PM,9,4,2:29:27 PM,5,,,-1.3015197,36.7658456,-1.2921463,36.8029626,348,1086
12738,2008,Bike,3,Business,31,5,9:44:42 AM,31,5,9:45:38 AM,31,5,9:53:21 AM,31,5,10:04:02 AM,31,5,10:27:45 AM,9,,,-1.2508229,36.7895263,-1.2944584,36.7614555,937,1423
14693,788,Bike,3,Business,5,2,12:09:16 PM,5,2,12:09:36 PM,5,2,12:19:04 PM,5,2,12:21:53 PM,5,2,1:01:30 PM,15,23.8,,-1.2232123,36.8932547,-1.225322,36.80855,691,2377
8012,3565,Bike,3,Business,10,7,12:31:45 PM,10,7,12:33:55 PM,10,7,12:56:47 PM,10,7,1:01:06 PM,10,7,1:52:28 PM,29,,,-1.2844665,36.7866113,-1.1428716,36.962347,267,3082
12436,2227,Bike,3,Personal,19,3,10:28:57 AM,19,3,10:29:48 AM,19,3,10:36:19 AM,19,3,10:43:38 AM,19,3,11:10:08 AM,8,22.4,,-1.2541275,36.8263055,-1.297101,36.798243,630,1590
9774,360,Bike,3,Personal,31,4,9:18:49 AM,31,4,9:19:02 AM,31,4,9:31:42 AM,31,4,9:55:07 AM,31,4,11:14:15 AM,29,17.3,,-1.2959053,36.7898158,-1.142527,36.91799,79,4748
834,788,Bike,3,Business,16,3,9:00:30 AM,16,3,9:01:37 AM,16,3,9:22:30 AM,16,3,9:36:39 AM,16,3,10:22:40 AM,11,19.8,,-1.225322,36.80855,-1.291768,36.8297208,101,2761
6654,1205,Bike,3,Business,26,2,12:28:58 PM,26,2,12:29:27 PM,26,2,12:32:13 PM,26,2,12:38:21 PM,26,2,12:53:00 PM,3,27.5,,-1.2495931,36.8065087,-1.2714767,36.8138291,484,879
21691,3517,Bike,3,Business,19,1,11:17:37 AM,19,1,11:19:34 AM,19,1,11:49:02 AM,19,1,11:59:22 AM,19,1,12:33:47 PM,15,24.9,,-1.300921,36.828195,-1.3882008,36.7699445,280,2065
23114,788,Bike,3,Business,12,1,12:01:17 PM,12,1,12:02:38 PM,12,1,12:14:45 PM,12,1,12:23:28 PM,12,1,12:59:59 PM,15,23.6,,-1.3052491,36.8223899,-1.225322,36.80855,778,2191
27149,2412,Bike,3,Business,21,2,11:57:20 AM,21,2,11:57:41 AM,21,2,11:59:02 AM,21,2,12:08:39 PM,21,2,12:25:04 PM,12,22.7,,-1.2584143,36.8048002,-1.2283403,36.8822756,383,985
827,3326,Bike,3,Business,16,2,4:09:03 PM,16,2,4:12:15 PM,16,2,4:26:34 PM,16,2,4:44:16 PM,16,2,5:39:58 PM,8,,,-1.2571472,36.7950633,-1.3025667,36.7803495,422,3342
92,1724,Bike,3,Business,25,1,11:21:40 AM,25,1,11:21:46 AM,25,1,11:22:06 AM,25,1,11:34:45 AM,25,1,12:23:52 PM,23,25.7,,-1.2551895,36.7822034,-1.3724413,36.9284922,430,2947
1503,3755,Bike,1,Personal,18,4,9:43:51 AM,18,4,9:44:11 AM,18,4,9:46:41 AM,18,4,9:49:50 AM,18,4,10:06:10 AM,6,20.6,,-1.2956756,36.7719383,-1.2617028,36.7983849,680,980
6795,1724,Bike,3,Business,2,1,10:05:26 AM,2,1,10:06:02 AM,2,1,10:14:04 AM,2,1,10:24:23 AM,2,1,10:37:19 AM,8,16.8,,-1.2958383,36.8073162,-1.2551895,36.7822034,103,776
9197,1245,Bike,3,Business,21,2,9:38:29 AM,21,2,9:38:50 AM,21,2,9:39:07 AM,21,2,10:14:43 AM,21,2,10:39:55 AM,17,,,-1.300921,36.828195,-1.3198615,36.7110323,120,1512
7102,2423,Bike,3,Business,24,2,2:50:16 PM,24,2,2:50:24 PM,24,2,2:51:23 PM,24,2,2:58:52 PM,24,2,3:19:59 PM,6,18.4,,-1.2551895,36.7822034,-1.2884308,36.821751,415,1267
25304,2987,Bike,3,Business,25,2,12:18:16 PM,25,2,12:31:00 PM,25,2,12:34:34 PM,25,2,12:36:39 PM,25,2,12:59:57 PM,10,23.6,,-1.270212,36.8210877,-1.3014461,36.7661381,574,1398
13188,2523,Bike,3,Business,25,1,2:03:54 PM,25,1,2:04:20 PM,25,1,2:24:10 PM,25,1,2:32:25 PM,25,1,3:06:33 PM,17,,,-1.2551895,36.7822034,-1.3339943,36.7263409,648,2048
13700,1852,Bike,1,Personal,8,1,8:07:45 AM,8,1,8:08:11 AM,8,1,8:28:05 AM,8,1,8:33:10 AM,8,1,8:56:24 AM,8,20.0,,-1.2657709,36.7305746,-1.2922857,36.7813274,74,1394
24749,3194,Bike,3,Business,3,3,12:35:25 PM,3,3,12:36:16 PM,3,3,12:40:28 PM,3,3,12:44:36 PM,3,3,12:55:58 PM,5,27.4,,-1.2551895,36.7822034,-1.270721,36.786231,250,682
22336,1961,Bike,3,Business,20,1,8:59:42 AM,20,1,9:18:21 AM,20,1,9:24:05 AM,20,1,9:30:45 AM,20,1,9:48:15 AM,9,19.1,,-1.303596,36.778378,-1.3188359,36.7038526,628,1050
19647,1304,Bike,3,Business,15,4,4:03:45 PM,15,4,4:04:42 PM,15,4,4:21:41 PM,15,4,4:22:53 PM,15,4,4:48:44 PM,3,27.5,,-1.2551895,36.7822034,-1.2562366,36.8038565,866,1551
23342,3689,Bike,3,Business,31,1,1:28:30 PM,31,1,1:32:52 PM,31,1,2:00:00 PM,31,1,2:17:10 PM,31,1,2:59:11 PM,16,24.1,,-1.3472066,36.7692638,-1.2527958,36.8003131,428,2521
15594,646,Bike,2,Personal,3,2,10:18:07 AM,3,2,10:20:48 AM,3,2,10:54:20 AM,3,2,11:10:45 AM,3,2,11:28:26 AM,7,18.5,,-1.284705,36.79287,-1.2661264,36.8030359,752,1061
19988,3621,Bike,3,Business,29,6,12:11:46 PM,29,6,12:12:41 PM,29,6,12:34:06 PM,29,6,12:37:40 PM,29,6,1:21:40 PM,15,24.2,,-1.2836583,36.7886014,-1.2778747,36.8831829,854,2640
12098,1340,Bike,3,Business,10,4,1:08:16 PM,10,4,1:10:08 PM,10,4,1:31:49 PM,10,4,1:38:36 PM,10,4,1:55:44 PM,9,21.9,1.1,-1.2819626,36.7540971,-1.2707179,36.7979713,749,1028
8325,2763,Bike,3,Business,4,1,2:55:19 PM,4,1,2:58:31 PM,4,1,3:09:00 PM,4,1,3:14:25 PM,4,1,3:49:08 PM,5,,,-1.2551895,36.7822034,-1.2711982,36.8240199,205,2083
7719,3175,Bike,3,Business,17,3,9:52:17 AM,17,3,9:52:53 AM,17,3,10:05:06 AM,17,3,10:07:16 AM,17,3,11:14:29 AM,16,21.1,,-1.2681004,36.7952081,-1.207546,36.7913976,932,4033
8655,3462,Bike,1,Personal,25,2,1:52:25 PM,25,2,1:52:54 PM,25,2,2:32:44 PM,25,2,2:34:01 PM,25,2,2:53:57 PM,6,27.2,,-1.255683,36.813771,-1.2817758,36.7980252,434,1196
12573,570,Bike,3,Business,13,2,9:01:47 AM,13,2,9:22:02 AM,13,2,9:34:44 AM,13,2,9:43:17 AM,13,2,9:58:47 AM,6,19.7,9.1,-1.2551895,36.7822034,-1.2765492,36.7669809,778,930
18011,2627,Bike,3,Business,11,2,3:11:55 PM,11,2,3:15:15 PM,11,2,3:32:07 PM,11,2,3:38:15 PM,11,2,3:52:33 PM,9,22.5,,-1.3014461,36.7661381,-1.2571472,36.7950633,279,858
23551,2718,Bike,3,Business,11,2,4:09:48 PM,11,2,4:11:23 PM,11,2,4:23:03 PM,11,2,4:26:50 PM,11,2,4:39:11 PM,2,22.1,,-1.2741118,36.8020094,-1.2657456,36.8087424,112,741
13385,1927,Bike,3,Business,22,6,12:23:12 PM,22,6,12:41:26 PM,22,6,12:51:57 PM,22,6,12:55:11 PM,22,6,1:56:55 PM,26,23.1,,-1.3472066,36.7692638,-1.207546,36.7913976,200,3704
13492,265,Bike,3,Business,9,3,2:33:02 PM,9,3,2:33:35 PM,9,3,2:36:56 PM,9,3,2:51:34 PM,9,3,3:11:03 PM,8,25.3,,-1.29276,36.783799,-1.300921,36.828195,862,1169
8408,2066,Bike,3,Business,11,2,2:12:36 PM,11,2,2:12:46 PM,11,2,2:15:06 PM,11,2,2:18:04 PM,11,2,2:28:23 PM,5,25.4,,-1.316961,36.820337,-1.2885504,36.8066908,676,619
268,1342,Bike,3,Business,25,2,1:53:15 PM,25,2,2:14:30 PM,25,2,2:35:38 PM,25,2,2:38:43 PM,25,2,2:54:12 PM,9,27.0,,-1.290894,36.822971,-1.3025826,36.7670807,88,929
1178,393,Bike,3,Business,9,2,12:19:43 PM,9,2,12:19:54 PM,9,2,12:25:14 PM,9,2,12:26:24 PM,9,2,12:57:08 PM,5,27.0,,-1.3004062,36.829741,-1.3167113,36.8301563,151,1844
8604,1744,Bike,2,Personal,4,5,12:44:03 PM,4,5,2:42:23 PM,4,5,2:59:14 PM,4,5,3:02:11 PM,4,5,3:24:03 PM,6,24.1,,-1.2516322,36.8250834,-1.2857902,36.8316231,753,1312
9123,3701,Bike,3,Business,2,2,2:32:53 PM,2,2,2:33:24 PM,2,2,3:06:30 PM,2,2,3:07:48 PM,2,2,3:38:34 PM,17,29.2,,-1.2612574,36.7879622,-1.3253037,36.8942439,576,1846
26948,346,Bike,3,Business,12,3,12:23:39 PM,12,3,12:29:29 PM,12,3,12:42:44 PM,12,3,1:20:17 PM,12,3,1:40:20 PM,5,19.4,,-1.2584143,36.8048002,-1.28878,36.8168312,106,1203
1233,2330,Bike,3,Business,26,2,2:10:41 PM,26,2,2:10:54 PM,26,2,2:15:23 PM,26,2,2:18:33 PM,26,2,2:42:57 PM,8,29.8,,-1.3015197,36.7658456,-1.2649605,36.7981777,831,1464
