City,Colors Reported,Shape Reported,State,Time,IN-December,Time_Diff_From_WW1
Newtown Square,,CIRCLE,PA,1955-08-06 19:00:00,False,14984 days 19:00:00
Independence,,FIREBALL,MO,1955-08-08 01:00:00,False,14986 days 01:00:00
Madisonville,,LIGHT,KY,1955-08-14 01:00:00,False,14992 days 01:00:00
Eagle Pass,,CIGAR,TX,1955-08-15 00:01:00,False,14993 days 00:01:00
Covina,,DISK,CA,1955-08-17 21:00:00,False,14995 days 21:00:00
Bullhead,,DISK,AZ,1955-09-10 23:00:00,False,15019 days 23:00:00
Mono Lake,,CIRCLE,CA,1955-10-01 22:00:00,False,15040 days 22:00:00
West Covina,GREEN,,CA,1955-10-09 18:00:00,False,15048 days 18:00:00
Rhinebeck,,LIGHT,NY,1955-10-15 20:00:00,False,15054 days 20:00:00
Weirton,,DISK,WV,1956-01-01 05:30:00,False,15132 days 05:30:00
Petaluma,,OVAL,CA,1956-03-01 13:00:00,False,15192 days 13:00:00
Bowie,,DISK,MD,1956-03-20 20:00:00,False,15211 days 20:00:00
Hampton,,SPHERE,MN,1956-03-22 17:30:00,False,15213 days 17:30:00
Canton,,CIGAR,OH,1956-05-01 12:00:00,False,15253 days 12:00:00
Pine castle AFB,,LIGHT,FL,1956-05-15 20:00:00,False,15267 days 20:00:00
Ada,,CIRCLE,OK,1956-05-17 10:22:00,False,15269 days 10:22:00
Belton,,OTHER,MO,1956-06-01 19:00:00,False,15284 days 19:00:00
Memphis,ORANGE,CYLINDER,TN,1956-06-01 20:00:00,False,15284 days 20:00:00
Elmore,,SPHERE,AL,1956-06-05 00:00:00,False,15288 days 00:00:00
Salt Lake City,,CIRCLE,UT,1956-06-05 00:00:00,False,15288 days 00:00:00
Upper Glade,,EGG,WV,1956-06-06 12:00:00,False,15289 days 12:00:00
Akron,,OTHER,OH,1956-06-06 22:00:00,False,15289 days 22:00:00
Edroy,,,TX,1956-06-15 01:00:00,False,15298 days 01:00:00
San Francisco,,OTHER,CA,1956-06-15 12:15:00,False,15298 days 12:15:00
Palo Alto,,FIREBALL,CA,1956-06-15 18:00:00,False,15298 days 18:00:00
Richfield Springs,,CIGAR,NY,1956-06-15 18:00:00,False,15298 days 18:00:00
Vista,ORANGE,CIGAR,CA,1956-06-15 19:15:00,False,15298 days 19:15:00
Farragut,,CIGAR,TN,1956-06-15 20:00:00,False,15298 days 20:00:00
Tulsa,,FLASH,OK,1956-06-15 20:00:00,False,15298 days 20:00:00
Salem,,DISK,NJ,1956-06-15 20:32:00,False,15298 days 20:32:00
New York City,,LIGHT,NY,1956-06-15 21:00:00,False,15298 days 21:00:00
Cincinnati,,DISK,OH,1956-06-16 13:00:00,False,15299 days 13:00:00
Madera,,SPHERE,CA,1956-06-24 14:00:00,False,15307 days 14:00:00
Willow Grove,,LIGHT,PA,1956-06-30 01:00:00,False,15313 days 01:00:00
Cape Girardeau,,DIAMOND,MO,1956-06-30 13:00:00,False,15313 days 13:00:00
New Brunswick,,DISK,NJ,1956-06-30 16:00:00,False,15313 days 16:00:00
Houston,,TRIANGLE,TX,1956-06-30 18:30:00,False,15313 days 18:30:00
Beatrice,,OTHER,NE,1956-07-01 16:00:00,False,15314 days 16:00:00
Wichita,,,KS,1956-07-12 19:00:00,False,15325 days 19:00:00
Sacramento,,DISK,CA,1956-07-14 19:30:00,False,15327 days 19:30:00
East Hampton,,DISK,CT,1956-07-15 00:00:00,False,15328 days 00:00:00
Yellowstone Park,,DISK,WY,1956-07-15 00:00:00,False,15328 days 00:00:00
Sugarcreek,,DISK,OH,1956-07-15 05:00:00,False,15328 days 05:00:00
Harvard,,,MA,1956-08-01 20:00:00,False,15345 days 20:00:00
Bradford,YELLOW,SPHERE,AL,1956-08-01 23:30:00,False,15345 days 23:30:00
Norfolk,,CIGAR,VA,1956-09-09 05:55:00,False,15384 days 05:55:00
Middle River,BLUE,CIRCLE,MD,1956-09-15 20:00:00,False,15390 days 20:00:00
Hope,,CIRCLE,AR,1956-09-20 16:00:00,False,15395 days 16:00:00
Greenwich,,LIGHT,CT,1956-09-21 00:00:00,False,15396 days 00:00:00
Newport,,RECTANGLE,NH,1956-10-01 19:00:00,False,15406 days 19:00:00
Edna,,CIRCLE,TX,1956-10-10 21:00:00,False,15415 days 21:00:00
Mt. Vernon,,DISK,IN,1956-10-15 21:30:00,False,15420 days 21:30:00
Aberdeen,ORANGE,CIRCLE,SD,1956-11-15 18:30:00,False,15451 days 18:30:00
Painsville,,RECTANGLE,OH,1956-11-27 22:00:00,False,15463 days 22:00:00
Columbus,,FORMATION,OH,1956-12-01 23:00:00,True,15467 days 23:00:00
Dallas,,,TX,1957-01-01 21:00:00,False,15498 days 21:00:00
Jena,,SPHERE,LA,1957-03-05 19:30:00,False,15561 days 19:30:00
Fort Devans,,OVAL,MA,1957-03-07 04:00:00,False,15563 days 04:00:00
Los Angeles,,FORMATION,CA,1957-03-15 13:00:00,False,15571 days 13:00:00
Los Angeles,,DISK,CA,1957-03-15 15:00:00,False,15571 days 15:00:00
Canton,,CIGAR,OH,1957-05-01 12:00:00,False,15618 days 12:00:00
Rhinebeck,,DIAMOND,NY,1957-05-25 13:00:00,False,15642 days 13:00:00
Union Bower are irving,,FORMATION,TX,1957-06-01 00:00:00,False,15649 days 00:00:00
El Paso,,DISK,TX,1957-06-01 10:00:00,False,15649 days 10:00:00
E. Los Angeles,,LIGHT,CA,1957-06-01 12:00:00,False,15649 days 12:00:00
Glens Falls,,DISK,NY,1957-06-01 20:00:00,False,15649 days 20:00:00
Irving,,LIGHT,TX,1957-06-01 22:00:00,False,15649 days 22:00:00
Hicksville,,CIRCLE,NY,1957-06-06 22:00:00,False,15654 days 22:00:00
Green Lake,,OVAL,MI,1957-06-12 19:00:00,False,15660 days 19:00:00
Livermore Falls,,DIAMOND,ME,1957-06-14 10:00:00,False,15662 days 10:00:00
Great Falls,,,MT,1957-06-15 00:00:00,False,15663 days 00:00:00
Hartford City,,DISK,IN,1957-06-15 13:00:00,False,15663 days 13:00:00
Walled Lake,,CYLINDER,MI,1957-06-15 23:30:00,False,15663 days 23:30:00
San Leandro,,LIGHT,CA,1957-06-19 21:00:00,False,15667 days 21:00:00
Lubbock,,TRIANGLE,TX,1957-06-21 17:00:00,False,15669 days 17:00:00
Norwalk,,DISK,CA,1957-06-21 19:30:00,False,15669 days 19:30:00
Arctic,,CIGAR,AK,1957-06-30 00:00:00,False,15678 days 00:00:00
Dallas,,OTHER,TX,1957-06-30 00:00:00,False,15678 days 00:00:00
Birmingham,,,MI,1957-06-30 03:30:00,False,15678 days 03:30:00
New York City,,TEARDROP,NY,1957-06-30 12:00:00,False,15678 days 12:00:00
Burlington,,CIRCLE,IA,1957-06-30 13:00:00,False,15678 days 13:00:00
Russellville,ORANGE,SPHERE,AR,1957-06-30 18:00:00,False,15678 days 18:00:00
Barker,,DISK,NY,1957-06-30 20:00:00,False,15678 days 20:00:00
Albany,,CIRCLE,CA,1957-06-30 21:00:00,False,15678 days 21:00:00
Mullens,,OVAL,WV,1957-07-01 13:00:00,False,15679 days 13:00:00
Talcott,,SPHERE,WV,1957-07-01 13:00:00,False,15679 days 13:00:00
Del Rio,,CIGAR,TX,1957-07-01 20:00:00,False,15679 days 20:00:00
Phillipsburg,,CIGAR,NJ,1957-07-10 20:00:00,False,15688 days 20:00:00
Baltimore,,OTHER,MD,1957-07-10 22:00:00,False,15688 days 22:00:00
Chesapeake,,DISK,OH,1957-07-13 09:00:00,False,15691 days 09:00:00
Temple City,,LIGHT,CA,1957-07-15 12:00:00,False,15693 days 12:00:00
Houston,,DIAMOND,TX,1957-07-15 13:00:00,False,15693 days 13:00:00
Williamsport,,CIGAR,PA,1957-07-15 14:00:00,False,15693 days 14:00:00
Long Beach,,DISK,CA,1957-07-15 15:00:00,False,15693 days 15:00:00
Denver,,LIGHT,CO,1957-07-15 22:00:00,False,15693 days 22:00:00
Kresgeville,,,PA,1957-07-15 22:00:00,False,15693 days 22:00:00
Salt  Lake City,,DISK,UT,1957-07-15 22:00:00,False,15693 days 22:00:00
Kansas City,RED,LIGHT,MO,1957-07-15 23:30:00,False,15693 days 23:30:00
Arco,,DISK,ID,1957-08-01 12:00:00,False,15710 days 12:00:00
Vandalia,,DISK,OH,1957-08-03 20:00:00,False,15712 days 20:00:00
Bainbridge,,FIREBALL,MD,1957-08-04 02:00:00,False,15713 days 02:00:00
Indianapolis,,LIGHT,IN,1957-08-07 01:00:00,False,15716 days 01:00:00
San Diego,,DISK,CA,1957-08-09 00:30:00,False,15718 days 00:30:00
Ticonderoga,,DISK,NY,1957-08-14 16:00:00,False,15723 days 16:00:00
California,,FIREBALL,CA,1957-08-14 21:00:00,False,15723 days 21:00:00
Longview,,TRIANGLE,WA,1957-08-15 01:00:00,False,15724 days 01:00:00
Ludlow,,CIGAR,MA,1957-08-15 01:00:00,False,15724 days 01:00:00
Exeter,,DISK,NH,1957-08-15 21:00:00,False,15724 days 21:00:00
Auburn,,,MA,1957-08-15 21:30:00,False,15724 days 21:30:00
Smith's Ferry,,DISK,ID,1957-08-16 21:30:00,False,15725 days 21:30:00
Huntington,,TRIANGLE,IN,1957-08-17 23:00:00,False,15726 days 23:00:00
Graham,,SPHERE,TX,1957-09-01 16:00:00,False,15741 days 16:00:00
Brecksville,,CIRCLE,OH,1957-09-01 23:00:00,False,15741 days 23:00:00
Los Gatos,,DISK,CA,1957-09-05 17:30:00,False,15745 days 17:30:00
St. Paul,,DISK,MN,1957-09-10 19:15:00,False,15750 days 19:15:00
El Paso,,DISK,TX,1957-09-15 04:00:00,False,15755 days 04:00:00
Lake Jackson,,FIREBALL,TX,1957-09-15 21:30:00,False,15755 days 21:30:00
Tacoma,,DISK,WA,1957-09-15 23:00:00,False,15755 days 23:00:00
Hopkinsville,,CIGAR,KY,1957-09-20 00:00:00,False,15760 days 00:00:00
Nelchina,,,AK,1957-10-01 16:00:00,False,15771 days 16:00:00
Martelle,,CIGAR,IA,1957-10-01 20:30:00,False,15771 days 20:30:00
Paterson,,DISK,NJ,1957-10-01 21:00:00,False,15771 days 21:00:00
Northeast Cape AFS,,,AK,1957-10-01 22:00:00,False,15771 days 22:00:00
St. Paul,,LIGHT,MN,1957-10-05 19:00:00,False,15775 days 19:00:00
England,,DISK,AR,1957-10-15 01:45:00,False,15785 days 01:45:00
New York City,,,NY,1957-10-15 02:00:00,False,15785 days 02:00:00
Houston,,LIGHT,TX,1957-10-15 20:30:00,False,15785 days 20:30:00
Commerce City,,FIREBALL,CO,1957-10-15 22:00:00,False,15785 days 22:00:00
Teaneck,,CYLINDER,NJ,1957-11-10 17:00:00,False,15811 days 17:00:00
Corpus Christi,,LIGHT,TX,1957-11-10 19:00:00,False,15811 days 19:00:00
St Lawrence Island,,OTHER,AK,1957-11-10 20:00:00,False,15811 days 20:00:00
Madison,,CIGAR,WI,1957-12-28 00:00:00,True,15859 days 00:00:00
Madison,,CIGAR,WI,1957-12-28 00:00:00,True,15859 days 00:00:00
Pep,,FIREBALL,TX,1958-01-01 22:00:00,False,15863 days 22:00:00
Howell,,CIGAR,MI,1958-02-15 02:30:00,False,15908 days 02:30:00
Winooski,,OVAL,VT,1958-04-17 21:30:00,False,15969 days 21:30:00
Winooski,,OVAL,VT,1958-04-17 21:30:00,False,15969 days 21:30:00
Palmer Park,,SPHERE,MD,1958-05-05 20:00:00,False,15987 days 20:00:00
North Hollywood,,CIRCLE,CA,1958-05-07 10:00:00,False,15989 days 10:00:00
Cincinnati,,DIAMOND,OH,1958-05-16 00:00:00,False,15998 days 00:00:00
North Hollywood,,SPHERE,CA,1958-05-20 00:00:00,False,16002 days 00:00:00
Middlesex,,CIRCLE,NC,1958-06-01 02:00:00,False,16014 days 02:00:00
San Francisco,,OVAL,CA,1958-06-01 19:00:00,False,16014 days 19:00:00
New York City,,OVAL,NY,1958-06-01 21:00:00,False,16014 days 21:00:00
Timpson,,LIGHT,TX,1958-06-01 22:00:00,False,16014 days 22:00:00
Grand Island,,CIRCLE,NE,1958-06-01 22:30:00,False,16014 days 22:30:00
Cincinnati,,DIAMOND,OH,1958-06-06 09:30:00,False,16019 days 09:30:00
Baldwin Park,,CIGAR,CA,1958-06-10 12:00:00,False,16023 days 12:00:00
Florala ?,,DISK,AL,1958-06-15 00:00:00,False,16028 days 00:00:00
Mountain View,,OTHER,MO,1958-06-15 00:00:00,False,16028 days 00:00:00
Coffeyville,,CIGAR,KS,1958-06-15 15:00:00,False,16028 days 15:00:00
Yonkers,,LIGHT,NY,1958-06-15 15:00:00,False,16028 days 15:00:00
Menlo Park,,LIGHT,CA,1958-06-15 19:15:00,False,16028 days 19:15:00
Houston,,DISK,TX,1958-06-15 20:00:00,False,16028 days 20:00:00
Oklahoma,,LIGHT,OK,1958-06-15 22:00:00,False,16028 days 22:00:00
Pawnee,,,OK,1958-06-15 23:00:00,False,16028 days 23:00:00
Pawnee,,LIGHT,OK,1958-06-15 23:00:00,False,16028 days 23:00:00
Silverdale,,CYLINDER,WA,1958-06-30 12:00:00,False,16043 days 12:00:00
Conyers,,TEARDROP,GA,1958-06-30 13:00:00,False,16043 days 13:00:00
Camden,,DISK,ME,1958-06-30 16:00:00,False,16043 days 16:00:00
Fort Worth,,DISK,TX,1958-06-30 20:00:00,False,16043 days 20:00:00
Durham,,LIGHT,KS,1958-06-30 21:30:00,False,16043 days 21:30:00
Thibodaux,,FIREBALL,LA,1958-06-30 23:00:00,False,16043 days 23:00:00
Osmond,,,NE,1958-07-01 04:48:00,False,16044 days 04:48:00
Muncie,,,IN,1958-07-01 21:00:00,False,16044 days 21:00:00
Cheektowaga,,TEARDROP,NY,1958-07-10 09:00:00,False,16053 days 09:00:00
Woodland Hills,,LIGHT,FL,1958-07-10 17:00:00,False,16053 days 17:00:00
no data,,DISK,UT,1958-07-11 23:00:00,False,16054 days 23:00:00
Novato,,DISK,CA,1958-07-15 17:30:00,False,16058 days 17:30:00
Rock Springs,,DISK,WY,1958-07-20 21:30:00,False,16063 days 21:30:00
Randallstown,,TRIANGLE,MD,1958-07-30 22:00:00,False,16073 days 22:00:00
Derby,,DISK,CT,1958-08-01 19:00:00,False,16075 days 19:00:00
Scarborough,,DISK,ME,1958-08-08 15:00:00,False,16082 days 15:00:00
Bellevue,,LIGHT,WA,1958-08-10 21:30:00,False,16084 days 21:30:00
Monroe,,OVAL,GA,1958-08-15 14:00:00,False,16089 days 14:00:00
Fargo,,DISK,ND,1958-09-01 20:00:00,False,16106 days 20:00:00
Perry,RED,TRIANGLE,IA,1958-09-01 21:00:00,False,16106 days 21:00:00
Arthur,,,ND,1958-09-07 19:00:00,False,16112 days 19:00:00
Ashland,,CIRCLE,KY,1958-09-14 19:30:00,False,16119 days 19:30:00
Davis Jct.,,FIREBALL,IL,1958-09-20 22:20:00,False,16125 days 22:20:00
Phelps County,,DISK,NE,1958-09-25 19:00:00,False,16130 days 19:00:00
St. Paul,,OTHER,MN,1958-10-20 21:00:00,False,16155 days 21:00:00
Terrebonne,,,OR,1958-10-25 20:00:00,False,16160 days 20:00:00
Riverside,,LIGHT,IL,1958-10-30 01:00:00,False,16165 days 01:00:00
Greenville,,DISK,RI,1958-11-15 22:30:00,False,16181 days 22:30:00
Milwaukee,,DISK,WI,1958-11-25 23:00:00,False,16191 days 23:00:00
South San Francisco,,DISK,CA,1959-01-10 18:30:00,False,16237 days 18:30:00
New York City,,,NY,1959-03-01 23:00:00,False,16287 days 23:00:00
Miami,,SPHERE,FL,1959-04-01 01:00:00,False,16318 days 01:00:00
Mendham,,DISK,NJ,1959-04-15 21:00:00,False,16332 days 21:00:00
Baden,,CYLINDER,PA,1959-04-26 19:00:00,False,16343 days 19:00:00
Columbus,,LIGHT,OH,1959-05-01 18:30:00,False,16348 days 18:30:00
El Sobrante,YELLOW,CIRCLE,CA,1959-05-05 09:00:00,False,16352 days 09:00:00
Evanston,,,IL,1959-05-15 04:00:00,False,16362 days 04:00:00
Cincinnati,,DISK,OH,1959-05-30 17:00:00,False,16377 days 17:00:00
Wabash River,,CIRCLE,IN,1959-06-01 08:00:00,False,16379 days 08:00:00
Nashville,,,TX,1959-06-01 12:00:00,False,16379 days 12:00:00
Orange,,CYLINDER,CT,1959-06-01 12:00:00,False,16379 days 12:00:00
Sidney,,LIGHT,OH,1959-06-01 18:30:00,False,16379 days 18:30:00
Nelson,,CIGAR,NE,1959-06-01 22:00:00,False,16379 days 22:00:00
Arvada,,CIRCLE,CO,1959-06-05 13:00:00,False,16383 days 13:00:00
Monroe,,,MI,1959-06-10 13:00:00,False,16388 days 13:00:00
Missoula,,,MT,1959-06-15 01:00:00,False,16393 days 01:00:00
Minneapolis,,OTHER,MN,1959-06-15 08:30:00,False,16393 days 08:30:00
Campbell,,DISK,CA,1959-06-15 10:00:00,False,16393 days 10:00:00
Buffalo,,LIGHT,WV,1959-06-15 23:00:00,False,16393 days 23:00:00
Minneapolis,,FORMATION,MN,1959-06-23 22:00:00,False,16401 days 22:00:00
Globe,,RECTANGLE,AZ,1959-06-28 13:00:00,False,16406 days 13:00:00
Campbellsport,,CIRCLE,WI,1959-06-30 14:00:00,False,16408 days 14:00:00
New York City,,OVAL,NY,1959-06-30 20:00:00,False,16408 days 20:00:00
Phoenix,,DISK,AZ,1959-06-30 21:00:00,False,16408 days 21:00:00
Strathmore,,DISK,CA,1959-07-01 01:00:00,False,16409 days 01:00:00
Castle Rock,,CIGAR,WA,1959-07-01 20:00:00,False,16409 days 20:00:00
Gardner Lake,,OVAL,ME,1959-07-04 20:00:00,False,16412 days 20:00:00
Long Beach,,LIGHT,CA,1959-07-07 23:00:00,False,16415 days 23:00:00
Nort Sutton,,,NH,1959-07-15 12:00:00,False,16423 days 12:00:00
New Albany,,CIGAR,IN,1959-07-15 23:00:00,False,16423 days 23:00:00
Worcester,,OTHER,MA,1959-07-16 18:00:00,False,16424 days 18:00:00
Salem,,DISK,OH,1959-07-19 01:00:00,False,16427 days 01:00:00
Fort Lauderdale,,LIGHT,FL,1959-07-20 21:30:00,False,16428 days 21:30:00
Allendale,,LIGHT,KY,1959-07-22 14:30:00,False,16430 days 14:30:00
Golden,,DISK,TX,1959-08-01 18:00:00,False,16440 days 18:00:00
Reseda,,DISK,CA,1959-08-10 01:30:00,False,16449 days 01:30:00
Troy,,,NY,1959-08-13 21:00:00,False,16452 days 21:00:00
Jewett,,LIGHT,NY,1959-08-13 22:30:00,False,16452 days 22:30:00
Roswell,,,NM,1959-08-15 15:00:00,False,16454 days 15:00:00
Mohave,,LIGHT,CA,1959-08-15 21:00:00,False,16454 days 21:00:00
Lake Bonita,,FIREBALL,NM,1959-08-20 03:00:00,False,16459 days 03:00:00
Fallon,,OVAL,NV,1959-09-15 00:00:00,False,16485 days 00:00:00
Goldfield,,LIGHT,NV,1959-09-15 01:00:00,False,16485 days 01:00:00
Dayton,,DISK,OH,1959-09-15 11:30:00,False,16485 days 11:30:00
New York City,,OTHER,NY,1959-10-01 16:00:00,False,16501 days 16:00:00
Jacksonville,,,IL,1959-10-01 19:00:00,False,16501 days 19:00:00
Duluth,,,WI,1959-10-01 20:45:00,False,16501 days 20:45:00
Duluth,,,WI,1959-10-05 18:30:00,False,16505 days 18:30:00
Rock Hill,,TRIANGLE,SC,1959-10-05 19:00:00,False,16505 days 19:00:00
Marysville,,OTHER,WA,1959-10-15 00:00:00,False,16515 days 00:00:00
Four States,RED,SPHERE,WV,1959-10-16 22:30:00,False,16516 days 22:30:00
Starke,,SPHERE,FL,1959-11-11 20:00:00,False,16542 days 20:00:00
Lafayette,,CIRCLE,IN,1959-11-15 01:30:00,False,16546 days 01:30:00
Los Angeles,,DISK,CA,1959-12-20 18:30:00,True,16581 days 18:30:00
Tehachapi,,FIREBALL,CA,1959-12-30 18:35:00,True,16591 days 18:35:00
Del Mar,,,CA,1959-12-30 23:00:00,True,16591 days 23:00:00
Bristol,,DISK,VA,1960-01-15 22:00:00,False,16607 days 22:00:00
St. Paul,,CIGAR,MN,1960-02-01 22:15:00,False,16624 days 22:15:00
Hartwell,,CIGAR,GA,1960-02-01 23:00:00,False,16624 days 23:00:00
Winston-Salem,,CIGAR,NC,1960-02-18 21:00:00,False,16641 days 21:00:00
Houston,,TRIANGLE,TX,1960-03-12 23:00:00,False,16664 days 23:00:00
Houston,,OTHER,TX,1960-04-01 21:00:00,False,16684 days 21:00:00
Tucson,,LIGHT,AZ,1960-05-01 20:00:00,False,16714 days 20:00:00
Schenectady,,,NY,1960-05-15 00:00:00,False,16728 days 00:00:00
Terre Haute,,OTHER,IN,1960-05-15 18:00:00,False,16728 days 18:00:00
Great Bend,,OTHER,KS,1960-06-01 00:00:00,False,16745 days 00:00:00
Salt Lake City,,DISK,UT,1960-06-01 00:00:00,False,16745 days 00:00:00
Seattle,GREEN,OVAL,WA,1960-06-01 00:00:00,False,16745 days 00:00:00
Yakima,,OTHER,WA,1960-06-01 02:30:00,False,16745 days 02:30:00
Palmdale,,DISK,CA,1960-06-01 12:00:00,False,16745 days 12:00:00
Sacramento,,CIGAR,CA,1960-06-01 12:00:00,False,16745 days 12:00:00
Chadd's Ford,,CYLINDER,PA,1960-06-01 13:00:00,False,16745 days 13:00:00
New Jersey,,CIGAR,NJ,1960-06-01 13:00:00,False,16745 days 13:00:00
Watervliet,,DISK,MI,1960-06-01 18:00:00,False,16745 days 18:00:00
Vassalboro,,OVAL,ME,1960-06-01 20:00:00,False,16745 days 20:00:00
Silverfdale,,VARIOUS,WA,1960-06-01 22:00:00,False,16745 days 22:00:00
Santa Ana,,DISK,CA,1960-06-03 18:00:00,False,16747 days 18:00:00
Cape Canaveral,,FIREBALL,FL,1960-06-06 12:00:00,False,16750 days 12:00:00
Philadelphia,,SPHERE,PA,1960-06-10 18:00:00,False,16754 days 18:00:00
Barstow-Baker,,DISK,CA,1960-06-11 02:00:00,False,16755 days 02:00:00
Great Falls,,FORMATION,MT,1960-06-12 14:30:00,False,16756 days 14:30:00
Quincy,,DISK,CA,1960-06-13 02:00:00,False,16757 days 02:00:00
Baltimore,,OTHER,MD,1960-06-15 21:00:00,False,16759 days 21:00:00
Kansas City,,DISK,KS,1960-06-15 21:45:00,False,16759 days 21:45:00
Chicago,,OVAL,IL,1960-06-18 23:00:00,False,16762 days 23:00:00
East Bernstadt,,DISK,KY,1960-06-21 14:00:00,False,16765 days 14:00:00
Albertson,,,NY,1960-06-30 00:00:00,False,16774 days 00:00:00
Litchfield,,OTHER,PA,1960-06-30 12:00:00,False,16774 days 12:00:00
Portland,,DISK,OR,1960-06-30 20:30:00,False,16774 days 20:30:00
,,DISK,NV,1960-07-01 12:00:00,False,16775 days 12:00:00
Stevens,,OTHER,MN,1960-07-01 12:00:00,False,16775 days 12:00:00
Portland,,,OR,1960-07-01 20:00:00,False,16775 days 20:00:00
New Berlin,,CIRCLE,WI,1960-07-04 21:30:00,False,16778 days 21:30:00
Springdale,,FORMATION,AR,1960-07-07 22:00:00,False,16781 days 22:00:00
La Verne,ORANGE YELLOW,CIRCLE,CA,1960-07-15 01:00:00,False,16789 days 01:00:00
Pacific Coast Highway,,,CA,1960-07-15 10:00:00,False,16789 days 10:00:00
Goldsboro,,SPHERE,NC,1960-07-15 16:00:00,False,16789 days 16:00:00
Amarillo,,DIAMOND,TX,1960-07-15 21:00:00,False,16789 days 21:00:00
Upland,,CIRCLE,CA,1960-07-30 21:00:00,False,16804 days 21:00:00
Allentown,,CYLINDER,PA,1960-08-01 12:00:00,False,16806 days 12:00:00
Taftville,,DISK,CT,1960-08-01 15:00:00,False,16806 days 15:00:00
Boston,,DISK,MA,1960-08-01 18:00:00,False,16806 days 18:00:00
Carteret,,CIGAR,NJ,1960-08-01 18:00:00,False,16806 days 18:00:00
Crystal,,CIRCLE,WI,1960-08-01 23:00:00,False,16806 days 23:00:00
Cherokee,,FIREBALL,NC,1960-08-02 23:00:00,False,16807 days 23:00:00
Belmont,,CIRCLE,NY,1960-08-10 01:00:00,False,16815 days 01:00:00
Watchung,RED,CIGAR,NJ,1960-08-10 18:00:00,False,16815 days 18:00:00
Cottonwood,,,WA,1960-08-13 19:00:00,False,16818 days 19:00:00
Saugus,,CIRCLE,MA,1960-08-15 15:00:00,False,16820 days 15:00:00
Framingham,,OVAL,MA,1960-08-15 16:00:00,False,16820 days 16:00:00
Long Beach,,OTHER,CA,1960-08-17 21:10:00,False,16822 days 21:10:00
Pittsburgh,,SPHERE,PA,1960-08-20 21:30:00,False,16825 days 21:30:00
Dickinson,,CIRCLE,ND,1960-08-28 21:00:00,False,16833 days 21:00:00
Buffalo,,OVAL,NY,1960-09-05 21:00:00,False,16841 days 21:00:00
Wichita,,OVAL,KS,1960-09-10 10:00:00,False,16846 days 10:00:00
Kingsport,ORANGE,CIRCLE,TN,1960-09-15 19:00:00,False,16851 days 19:00:00
Seattle,,DISK,WA,1960-09-15 20:30:00,False,16851 days 20:30:00
Susanville,,,CA,1960-09-15 21:00:00,False,16851 days 21:00:00
Kaneohe,,LIGHT,HI,1960-10-10 20:00:00,False,16876 days 20:00:00
Burnsville,,,MN,1960-10-18 00:00:00,False,16884 days 00:00:00
Westbury,,DISK,NY,1960-11-02 18:00:00,False,16899 days 18:00:00
Sumner,,SPHERE,WA,1960-11-11 02:00:00,False,16908 days 02:00:00
Kansas City,,,KS,1960-11-15 22:00:00,False,16912 days 22:00:00
Santa Clara,,CIRCLE,CA,1961-01-01 12:00:00,False,16959 days 12:00:00
Kendallville,,CIRCLE,IN,1961-01-01 13:00:00,False,16959 days 13:00:00
Lancaster,,DISK,CA,1961-02-02 01:00:00,False,16991 days 01:00:00
Panhandle,,DIAMOND,TX,1961-02-22 20:00:00,False,17011 days 20:00:00
McGuire AFB,RED GREEN,SPHERE,NJ,1961-03-12 21:00:00,False,17029 days 21:00:00
New York City,,CROSS,NY,1961-03-29 00:00:00,False,17046 days 00:00:00
Shenandoah,,LIGHT,PA,1961-04-01 20:00:00,False,17049 days 20:00:00
Altus,,CIRCLE,OK,1961-04-15 21:00:00,False,17063 days 21:00:00
Auburn,,CIGAR,WA,1961-05-01 22:00:00,False,17079 days 22:00:00
Parris Island,,VARIOUS,SC,1961-05-15 04:00:00,False,17093 days 04:00:00
Alpine,,DISK,UT,1961-06-01 00:00:00,False,17110 days 00:00:00
no data,,TEARDROP,NY,1961-06-01 18:00:00,False,17110 days 18:00:00
Opa Locka,,OTHER,FL,1961-06-01 18:00:00,False,17110 days 18:00:00
Carrollton,,,TX,1961-06-10 19:30:00,False,17119 days 19:30:00
Huntsville,,TRIANGLE,AL,1961-06-15 12:00:00,False,17124 days 12:00:00
Richardson,GREEN,LIGHT,TX,1961-06-15 15:00:00,False,17124 days 15:00:00
Frederick,,LIGHT,OK,1961-06-15 20:30:00,False,17124 days 20:30:00
Chicago,,DISK,IL,1961-06-17 19:00:00,False,17126 days 19:00:00
Webster Groves,,CIRCLE,MO,1961-06-20 00:00:00,False,17129 days 00:00:00
Dallas,,DISK,GA,1961-06-22 00:00:00,False,17131 days 00:00:00
Greensboro,,CIGAR,NC,1961-06-30 08:00:00,False,17139 days 08:00:00
Orlando,,DISK,FL,1961-06-30 15:00:00,False,17139 days 15:00:00
La Mirada,ORANGE,CIGAR,CA,1961-06-30 19:00:00,False,17139 days 19:00:00
Rotan,,SPHERE,TX,1961-06-30 22:00:00,False,17139 days 22:00:00
Lawrenceville,,CIRCLE,GA,1961-07-01 21:00:00,False,17140 days 21:00:00
West Haven,,LIGHT,CT,1961-07-08 21:00:00,False,17147 days 21:00:00
Sapulpa,,,OK,1961-07-15 01:00:00,False,17154 days 01:00:00
Gettysburg,,CIGAR,PA,1961-07-15 11:00:00,False,17154 days 11:00:00
Mount Hope,,,WV,1961-07-15 23:00:00,False,17154 days 23:00:00
